"RunId","OriginalPath","QuarantinePath","MovedAtUtc"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Install-ChocolateyZipPackage.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Install-ChocolateyZipPackage.ps1","2026-08-05T11:44:48.0174356Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Install-Vsix.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Install-Vsix.ps1","2026-08-05T11:44:48.1111634Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Set-EnvironmentVariable.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Set-EnvironmentVariable.ps1","2026-08-05T11:44:48.2235579Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Set-PowerShellExitCode.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Set-PowerShellExitCode.ps1","2026-08-05T11:44:48.3260573Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Start-ChocolateyProcessAsAdmin.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Start-ChocolateyProcessAsAdmin.ps1","2026-08-05T11:44:48.4210420Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Test-ProcessAdminRights.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Test-ProcessAdminRights.ps1","2026-08-05T11:44:48.5059692Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Uninstall-BinFile.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Uninstall-BinFile.ps1","2026-08-05T11:44:48.6440344Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Uninstall-ChocolateyEnvironmentVariable.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Uninstall-ChocolateyEnvironmentVariable.ps1","2026-08-05T11:44:48.7243960Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Uninstall-ChocolateyPackage.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Uninstall-ChocolateyPackage.ps1","2026-08-05T11:44:48.8005073Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\UnInstall-ChocolateyZipPackage.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_UnInstall-ChocolateyZipPackage.ps1","2026-08-05T11:44:48.8920062Z"
"35ffe069-edad-4b31-b6c9-336bd584fc27","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\helpers\functions\Update-SessionEnvironment.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\35ffe069-edad-4b31-b6c9-336bd584fc27_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_helpers_functions_Update-SessionEnvironment.ps1","2026-08-05T11:44:48.9759483Z"
