"RunId","OriginalPath","QuarantinePath","MovedAtUtc"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\bb3a785178f443fda931098a5a9a306b.db.ses","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_bb3a785178f443fda931098a5a9a306b.db.ses","2026-08-05T12:01:23.5812581Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\MpCmdRun.log","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_MpCmdRun.log","2026-08-05T12:01:23.5932584Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\MpSigStub.log","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_MpSigStub.log","2026-08-05T12:01:23.5982602Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\silconfig.log","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_silconfig.log","2026-08-05T12:01:23.6034917Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\_env.cmd","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp__env.cmd","2026-08-05T12:01:23.6094972Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\activitywatch\0.13.2\activitywatch-v0.13.2-windows-x86_64.zip","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_activitywatch_0.13.2_activitywatch-v0.13.2-windows-x86_64.zip","2026-08-05T12:01:23.6154961Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\chocolatey.nuspec","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_chocolatey.nuspec","2026-08-05T12:01:23.6224954Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\chocolatey.zip","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_chocolatey.zip","2026-08-05T12:01:23.6284957Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\[Content_Types].xml","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_[Content_Types].xml","2026-08-05T12:01:23.6363418Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\package\services\metadata\core-properties\5ad4dc75cc79452d8e7e738cb4a3286e.psmdcp","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_package_services_metadata_core-properties_5ad4dc75cc79452d8e7e738cb4a3286e.psmdcp","2026-08-05T12:01:23.6423426Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall.ps1","2026-08-05T12:01:23.6483443Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateysetup.psm1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateysetup.psm1","2026-08-05T12:01:23.6563433Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\tools\init.ps1","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_tools_init.ps1","2026-08-05T12:01:23.6623435Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\tools\VERIFICATION.txt","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_tools_VERIFICATION.txt","2026-08-05T12:01:23.6732919Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\choco.exe","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_choco.exe","2026-08-05T12:01:23.6812907Z"
"764f60c0-e430-4b72-9a30-5bf91d09cc2e","C:\Windows\Temp\chocolatey\chocoInstall\tools\chocolateyInstall\choco.exe.ignore","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanup\TempCleanupState\Quarantine\764f60c0-e430-4b72-9a30-5bf91d09cc2e_C__Windows_Temp_chocolatey_chocoInstall_tools_chocolateyInstall_choco.exe.ignore","2026-08-05T12:01:23.7519821Z"
