"RunId","OriginalPath","QuarantinePath","MovedAtUtc"
"a658b78b-404a-46c0-b2c8-844e397c921f","C:\Users\labuser\AppData\Local\Temp\2\gen_py\3.9\dicts.dat","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\a658b78b-404a-46c0-b2c8-844e397c921f_C__Users_labuser_AppData_Local_Temp_2_gen_py_3.9_dicts.dat","2026-08-05T11:38:11.2326025Z"
"a658b78b-404a-46c0-b2c8-844e397c921f","C:\Users\labuser\AppData\Local\Temp\2\gen_py\3.9\__init__.py","C:\Users\labuser\Documents\Training\Day 3 - Scripting\TempCleanupState\Quarantine\a658b78b-404a-46c0-b2c8-844e397c921f_C__Users_labuser_AppData_Local_Temp_2_gen_py_3.9___init__.py","2026-08-05T11:38:11.2548233Z"
